# VHH-NNLO grid scan points
# process: ZHH
# energy_tev: 13.6
# scan_axes: kappa_lambda,kappa_z
# scan_x_keys: kappa_lambda,kappa_z
# windows: kappa_lambda=[-0.7,6.1]; kappa_z=[0.9,1.2]
# n_points_per_axis: 40
# n_points_total: 1600
# fixed_kappa: 1,1,1,1
#
kappa_lambda	kappa_z	sigma_lo	sigma_nnlo	k	sigma_heft_over_sm_lo	sigma_heft_over_sm_nnlo
3.135897436	1.123076923	0.868649237	1.137935797	1.310006098	2.988180625	2.870203257
3.135897436	1.130769231	0.8777117388	1.151254948	1.311654951	3.019355916	2.903798008
3.135897436	1.138461538	0.8868626996	1.164718292	1.313301702	3.050835508	2.937756458
3.135897436	1.146153846	0.8961030632	1.178327089	1.314945945	3.082622648	2.97208178
3.135897436	1.153846154	0.9054337808	1.192082606	1.316587288	3.11472061	3.006777172
3.135897436	1.161538462	0.9148558107	1.20598612	1.318225348	3.147132688	3.041845856
3.135897436	1.169230769	0.9243701181	1.220038918	1.319859755	3.179862204	3.077291078
3.135897436	1.176923077	0.9339776753	1.234242296	1.321490148	3.212912502	3.113116107
3.135897436	1.184615385	0.9436794619	1.248597561	1.323116176	3.246286952	3.149324237
3.135897436	1.192307692	0.9534764644	1.263106027	1.324737499	3.279988948	3.185918785
3.135897436	1.2	0.9633696765	1.277769019	1.326353788	3.314021908	3.222903094
3.31025641	0.9	0.6806355602	0.8583659571	1.261124172	2.341407679	2.165047248
3.31025641	0.9076923077	0.6880495597	0.8687141364	1.262574947	2.36691207	2.19114835
3.31025641	0.9153846154	0.6955307811	0.8791796328	1.2640413	2.392647706	2.217545359
3.31025641	0.9230769231	0.7030799571	0.8897634325	1.265522397	2.418617108	2.244240763
3.31025641	0.9307692308	0.7106978277	0.9004665314	1.267017425	2.444822822	2.271237075
3.31025641	0.9384615385	0.7183851396	0.9112899349	1.268525593	2.471267416	2.298536829
3.31025641	0.9461538462	0.726142647	0.9222346578	1.270046129	2.497953485	2.326142587
3.31025641	0.9538461538	0.7339711111	0.9333017245	1.271578282	2.524883647	2.35405693
3.31025641	0.9615384615	0.7418712999	0.9444921689	1.27312132	2.552060544	2.382282468
3.31025641	0.9692307692	0.7498439889	0.9558070345	1.27467453	2.579486845	2.410821832
3.31025641	0.9769230769	0.7578899604	0.9672473741	1.276237217	2.607165239	2.439677678
3.31025641	0.9846153846	0.766010004	0.9788142503	1.277808704	2.635098443	2.468852686
3.31025641	0.9923076923	0.7742049161	0.9905087349	1.27938833	2.663289198	2.498349559
3.31025641	1	0.7824755005	1.00233191	1.280975454	2.691740268	2.528171026
3.31025641	1.007692308	0.7908225679	1.014284865	1.282569449	2.720454442	2.558319837
3.31025641	1.015384615	0.7992469361	1.026368702	1.284169705	2.749434533	2.58879877
3.31025641	1.023076923	0.8077494302	1.038584531	1.285775628	2.778683379	2.619610624
3.31025641	1.030769231	0.816330882	1.050933471	1.287386639	2.808203843	2.650758222
3.31025641	1.038461538	0.8249921308	1.06341665	1.289002174	2.83799881	2.682244412
3.31025641	1.046153846	0.8337340228	1.076035209	1.290621685	2.868071193	2.714072067
3.31025641	1.053846154	0.8425574111	1.088790294	1.292244635	2.898423925	2.746244082
3.31025641	1.061538462	0.8514631563	1.101683064	1.293870505	2.929059968	2.778763377
3.31025641	1.069230769	0.8604521258	1.114714686	1.295498787	2.959982305	2.811632896
3.31025641	1.076923077	0.8695251941	1.127886335	1.297128988	2.991193945	2.844855607
3.31025641	1.084615385	0.8786832428	1.141199199	1.298760627	3.02269792	2.878434501
3.31025641	1.092307692	0.8879271609	1.154654473	1.300393235	3.054497288	2.912372594
3.31025641	1.1	0.897257844	1.168253362	1.302026358	3.08659513	2.946672927
3.31025641	1.107692308	0.906676195	1.181997082	1.303659551	3.118994554	2.981338563
3.31025641	1.115384615	0.9161831241	1.195886855	1.305292385	3.151698688	3.016372589
3.31025641	1.123076923	0.9257795483	1.209923917	1.306924439	3.184710688	3.051778119
3.31025641	1.130769231	0.9354663917	1.224109509	1.308555305	3.218033733	3.087558287
3.31025641	1.138461538	0.9452445857	1.238444886	1.310184585	3.251671027	3.123716253
3.31025641	1.146153846	0.9551150686	1.252931309	1.311811895	3.285625798	3.160255202
3.31025641	1.153846154	0.9650787859	1.267570049	1.313436859	3.319901298	3.197178341
3.31025641	1.161538462	0.9751366901	1.28236239	1.315059112	3.354500804	3.234488903
3.31025641	1.169230769	0.9852897409	1.29730962	1.316678299	3.389427618	3.272190142
3.31025641	1.176923077	0.995538905	1.312413041	1.318294077	3.424685063	3.310285339
3.31025641	1.184615385	1.005885156	1.327673963	1.319906109	3.460276492	3.348777798
3.31025641	1.192307692	1.016329475	1.343093705	1.321514073	3.496205278	3.387670847
3.31025641	1.2	1.026872851	1.358673595	1.323117652	3.532474819	3.426967837
3.484615385	0.9	0.7223216728	0.9093532431	1.258931135	2.484809214	2.293651932
3.484615385	0.9076923077	0.7302973595	0.9204386453	1.260361459	2.512245826	2.321612524
3.484615385	0.9153846154	0.7383435251	0.9316472315	1.261807275	2.539924888	2.34988382
3.484615385	0.9230769231	0.7464608967	0.942979992	1.26326777	2.567848901	2.378468321
3.484615385	0.9307692308	0.7546502085	0.9544379266	1.264742149	2.596020391	2.407368546
3.484615385	0.9384615385	0.7629122017	0.9660220447	1.266229643	2.624441907	2.436587043
3.484615385	0.9461538462	0.7712476249	0.9777333653	1.267729499	2.653116024	2.466126381
3.484615385	0.9538461538	0.7796572334	0.9895729167	1.269240987	2.682045341	2.495989155
3.484615385	0.9615384615	0.7881417898	1.001541737	1.270763395	2.711232481	2.526177982
3.484615385	0.9692307692	0.7967020638	1.013640873	1.272296031	2.740680092	2.556695504
3.484615385	0.9769230769	0.8053388322	1.025871383	1.273838218	2.770390846	2.587544387
3.484615385	0.9846153846	0.8140528786	1.038234333	1.275389302	2.800367439	2.618727322
3.484615385	0.9923076923	0.8228449942	1.050730798	1.276948642	2.830612593	2.650247022
3.484615385	1	0.8317159768	1.063361864	1.278515616	2.861129051	2.682106226
3.484615385	1.007692308	0.8406666316	1.076128627	1.280089617	2.891919585	2.714307694
3.484615385	1.015384615	0.8496977708	1.08903219	1.281670057	2.922986987	2.746854214
3.484615385	1.023076923	0.8588102137	1.102073669	1.28325636	2.954334076	2.779748596
3.484615385	1.030769231	0.8680047866	1.115254186	1.284847968	2.985963695	2.812993672
3.484615385	1.038461538	0.877282323	1.128574874	1.286444335	3.017878711	2.846592302
3.484615385	1.046153846	0.8866436634	1.142036877	1.288044932	3.050082016	2.880547367
3.484615385	1.053846154	0.8960896555	1.155641346	1.289649244	3.082576525	2.914861774
3.484615385	1.061538462	0.905621154	1.169389444	1.291256767	3.115365179	2.949538452
3.484615385	1.069230769	0.9152390207	1.18328234	1.292867014	3.148450943	2.984580356
3.484615385	1.076923077	0.9249441246	1.197321216	1.294479509	3.181836804	3.019990463
3.484615385	1.084615385	0.9347373416	1.211507263	1.296093789	3.215525778	3.055771775
3.484615385	1.092307692	0.9446195549	1.225841679	1.297709403	3.249520902	3.091927319
3.484615385	1.1	0.9545916545	1.240325674	1.299325914	3.283825237	3.128460145
3.484615385	1.107692308	0.9646545378	1.254960467	1.300942895	3.318441871	3.165373326
3.484615385	1.115384615	0.9748091091	1.269747286	1.302559931	3.353373915	3.202669961
3.484615385	1.123076923	0.9850562798	1.284687368	1.304176619	3.388624504	3.240353171
3.484615385	1.130769231	0.9953969686	1.299781962	1.305792566	3.424196798	3.278426103
3.484615385	1.138461538	1.005832101	1.315032324	1.307407392	3.46009398	3.316891927
3.484615385	1.146153846	1.01636261	1.33043972	1.309020725	3.496319261	3.355753837
3.484615385	1.153846154	1.026989434	1.346005426	1.310632204	3.532875871	3.395015051
3.484615385	1.161538462	1.037713522	1.361730728	1.312241479	3.56976707	3.43467881
3.484615385	1.169230769	1.048535827	1.37761692	1.31384821	3.606996138	3.474748382
3.484615385	1.176923077	1.05945731	1.393665306	1.315452065	3.644566382	3.515227056
3.484615385	1.184615385	1.070478939	1.409877202	1.317052723	3.682481132	3.556118146
3.484615385	1.192307692	1.08160169	1.426253929	1.318649871	3.720743744	3.59742499
3.484615385	1.2	1.092826545	1.442796822	1.320243207	3.759357595	3.63915095
3.658974359	0.9	0.7653862029	0.9620529873	1.256951045	2.632952548	2.426575932
3.658974359	0.9076923077	0.7739472402	0.9739067488	1.25836323	2.662402785	2.456474547
3.658974359	0.9153846154	0.7825822147	0.9858899549	1.259790903	2.692107368	2.48669966
3.658974359	0.9230769231	0.7912918481	0.9980036001	1.261233264	2.72206878	2.517253777
3.658974359	0.9307692308	0.8000768687	1.010248688	1.262689534	2.752289527	2.548139432
3.658974359	0.9384615385	0.8089380122	1.022626233	1.264158956	2.782772139	2.57935918
3.658974359	0.9461538462	0.8178760214	1.035137257	1.265640794	2.813519171	2.610915601
3.658974359	0.9538461538	0.8268916461	1.047782793	1.267134331	2.844533202	2.6428113
3.658974359	0.9615384615	0.8359856433	1.060563882	1.26863887	2.875816838	2.675048906
3.658974359	0.9692307692	0.8451587768	1.073481577	1.270153735	2.907372705	2.707631069
3.658974359	0.9769230769	0.8544118178	1.086536938	1.271678265	2.939203456	2.740560466
3.658974359	0.9846153846	0.8637455445	1.099731036	1.273211819	2.971311769	2.773839798
3.658974359	0.9923076923	0.8731607422	1.113064951	1.274753773	3.003700344	2.807471788
3.658974359	1	0.8826582031	1.126539772	1.276303521	3.036371908	2.841459185
3.658974359	1.007692308	0.8922387268	1.140156599	1.27786047	3.06932921	2.875804761
3.658974359	1.015384615	0.9019031198	1.15391654	1.279424047	3.102575025	2.910511313
3.658974359	1.023076923	0.9116521958	1.167820713	1.280993693	3.136112152	2.945581659
3.658974359	1.030769231	0.9214867753	1.181870246	1.282568863	3.169943414	2.981018645
3.658974359	1.038461538	0.9314076863	1.196066276	1.284149029	3.204071659	3.016825139
3.658974359	1.046153846	0.9414157636	1.210409949	1.285733675	3.238499759	3.053004033
3.658974359	1.053846154	0.9515118493	1.224902422	1.2873223	3.273230611	3.089558243
3.658974359	1.061538462	0.9616967923	1.239544861	1.288914418	3.308267134	3.126490709
3.658974359	1.069230769	0.971971449	1.254338441	1.290509553	3.343612275	3.163804396
3.658974359	1.076923077	0.9823366824	1.269284346	1.292107246	3.379269004	3.201502292
3.658974359	1.084615385	0.992793363	1.28438377	1.293707047	3.415240313	3.239587409
3.658974359	1.092307692	1.003342368	1.299637918	1.29530852	3.451529222	3.278062783
3.658974359	1.1	1.013984582	1.315048003	1.296911241	3.488138773	3.316931474
3.658974359	1.107692308	1.024720898	1.330615247	1.298514796	3.525072033	3.356196567
3.658974359	1.115384615	1.035552212	1.346340883	1.300118784	3.562332095	3.39586117
3.658974359	1.123076923	1.046479432	1.362226152	1.301722816	3.599922073	3.435928415
3.658974359	1.130769231	1.057503469	1.378272307	1.303326511	3.637845109	3.476401458
3.658974359	1.138461538	1.068625245	1.394480607	1.3049295	3.676104367	3.51728348
3.658974359	1.146153846	1.079845686	1.410852324	1.306531425	3.714703036	3.558577685
3.658974359	1.153846154	1.091165726	1.427388736	1.308131938	3.753644329	3.600287301
3.658974359	1.161538462	1.102586307	1.444091134	1.309730698	3.792931485	3.64241558
3.658974359	1.169230769	1.114108377	1.460960816	1.311327378	3.832567766	3.684965799
3.658974359	1.176923077	1.125732891	1.477999091	1.312921656	3.872556459	3.727941257
3.658974359	1.184615385	1.137460811	1.495207277	1.314513223	3.912900874	3.77134528
3.658974359	1.192307692	1.149293108	1.512586701	1.316101776	3.953604347	3.815181214
3.658974359	1.2	1.161230758	1.5301387	1.317687022	3.994670237	3.859452434
3.833333333	0.9	0.8098291505	1.01646519	1.255160041	2.785837682	2.563819247
3.833333333	0.9076923077	0.8189992017	1.029118447	1.256556105	2.817382946	2.595734421
3.833333333	0.9153846154	0.82824685	1.041907803	1.257967722	2.849195146	2.627992877
3.833333333	0.9230769231	0.8375728112	1.054834257	1.2593941	2.881276745	2.660597133
3.833333333	0.9307692308	0.8469778082	1.067898817	1.260834471	2.91363023	2.693549732
3.833333333	0.9384615385	0.856462571	1.081102499	1.262288086	2.946258112	2.72685324
3.833333333	0.9461538462	0.8660278366	1.094446332	1.263754219	2.979162925	2.760510247
3.833333333	0.9538461538	0.8756743493	1.107931352	1.265232164	3.012347232	2.794523367
3.833333333	0.9615384615	0.8854028602	1.121558605	1.266721235	3.045813614	2.82889524
3.833333333	0.9692307692	0.8952141278	1.135329145	1.268220764	3.079564683	2.863628527
3.833333333	0.9769230769	0.9051089174	1.149244039	1.269730103	3.113603069	2.898725914
3.833333333	0.9846153846	0.9150880016	1.163304361	1.271248622	3.147931432	2.934190113
3.833333333	0.9923076923	0.9251521601	1.177511194	1.272775707	3.182552453	2.970023857
3.833333333	1	0.9353021794	1.191865633	1.274310762	3.217468838	3.006229905
3.833333333	1.007692308	0.9455388535	1.206368781	1.27585321	3.252683318	3.042811039
3.833333333	1.015384615	0.9558629832	1.22102175	1.277402485	3.288198648	3.079770065
3.833333333	1.023076923	0.9662753764	1.235825662	1.278958041	3.324017607	3.117109815
3.833333333	1.030769231	0.9767768482	1.25078165	1.280519345	3.360143	3.154833141
3.833333333	1.038461538	0.9873682209	1.265890854	1.282085879	3.396577654	3.192942924
3.833333333	1.046153846	0.9980503235	1.281154424	1.28365714	3.433324422	3.231442064
3.833333333	1.053846154	1.008823993	1.296573522	1.285232639	3.470386181	3.270333489
3.833333333	1.061538462	1.019690071	1.312149317	1.286811899	3.507765833	3.309620149
3.833333333	1.069230769	1.03064941	1.327882987	1.288394457	3.545466303	3.349305018
3.833333333	1.076923077	1.041702867	1.343775723	1.289979864	3.583490542	3.389391095
3.833333333	1.084615385	1.052851307	1.359828722	1.291567682	3.621841524	3.429881401
3.833333333	1.092307692	1.064095601	1.376043192	1.293157486	3.660522248	3.470778984
3.833333333	1.1	1.075436628	1.39242035	1.294748861	3.699535737	3.512086914
3.833333333	1.107692308	1.086875274	1.408961423	1.296341407	3.738885039	3.553808286
3.833333333	1.115384615	1.098412433	1.425667647	1.297934733	3.778573226	3.595946217
3.833333333	1.123076923	1.110049004	1.442540269	1.299528457	3.818603395	3.63850385
3.833333333	1.130769231	1.121785894	1.459580543	1.301122211	3.858978667	3.681484351
3.833333333	1.138461538	1.133624019	1.476789735	1.302715637	3.899702186	3.724890912
3.833333333	1.146153846	1.145564298	1.494169119	1.304308385	3.940777123	3.768726745
3.833333333	1.153846154	1.157607662	1.511719979	1.305900115	3.982206672	3.812995091
3.833333333	1.161538462	1.169755045	1.529443608	1.3074905	4.02399405	3.857699211
3.833333333	1.169230769	1.18200739	1.54734131	1.309079218	4.066142501	3.902842391
3.833333333	1.176923077	1.194365647	1.565414396	1.310665959	4.108655293	3.948427942
3.833333333	1.184615385	1.206830772	1.583664189	1.312250421	4.151535716	3.994459199
3.833333333	1.192307692	1.219403731	1.60209202	1.31383231	4.194787086	4.04093952
3.833333333	1.2	1.232085492	1.62069923	1.315411342	4.238412745	4.087872288
4.007692308	0.9	0.8556505156	1.072589851	1.253537316	2.943464616	2.705381877
4.007692308	0.9076923077	0.8654532442	1.086073739	1.254919022	2.977186309	2.739392144
4.007692308	0.9153846154	0.875337431	1.099700775	1.256316406	3.011188222	2.773763472
4.007692308	0.9230769231	0.8853037862	1.113471962	1.25772868	3.045472797	2.808498389
4.007692308	0.9307692308	0.8953530272	1.127388311	1.259155079	3.080042501	2.843599447
4.007692308	0.9384615385	0.9054858781	1.141450844	1.260594861	3.114899826	2.879069223
4.007692308	0.9461538462	0.9157030705	1.155660592	1.262047305	3.150047288	2.914910317
4.007692308	0.9538461538	0.9260053428	1.170018595	1.263511711	3.185487428	2.951125355
4.007692308	0.9615384615	0.9363934407	1.184525904	1.2649874	3.221222811	2.987716984
4.007692308	0.9692307692	0.9468681168	1.199183578	1.266473711	3.257256025	3.024687878
4.007692308	0.9769230769	0.9574301309	1.213992686	1.267970003	3.293589685	3.062040732
4.007692308	0.9846153846	0.96808025	1.228954307	1.269475652	3.330226429	3.099778267
4.007692308	0.9923076923	0.9788192479	1.244069528	1.270990053	3.367168919	3.137903228
4.007692308	1	0.9896479057	1.259339448	1.272512619	3.404419841	3.176418384
4.007692308	1.007692308	1.000567012	1.274765174	1.274042777	3.441981908	3.215326526
4.007692308	1.015384615	1.011577361	1.290347822	1.275579972	3.479857854	3.254630472
4.007692308	1.023076923	1.022679756	1.306088518	1.277123665	3.518050441	3.294333062
4.007692308	1.030769231	1.033875005	1.321988399	1.278673333	3.556562451	3.33443716
4.007692308	1.038461538	1.045163927	1.338048609	1.280228464	3.595396695	3.374945655
4.007692308	1.046153846	1.056547343	1.354270303	1.281788565	3.634556004	3.415861461
4.007692308	1.053846154	1.068026085	1.370654645	1.283353154	3.674043237	3.457187512
4.007692308	1.061538462	1.079600991	1.38720281	1.284921764	3.713861276	3.498926771
4.007692308	1.069230769	1.091272905	1.40391598	1.286493941	3.754013027	3.541082221
4.007692308	1.076923077	1.10304268	1.420795349	1.288069243	3.79450142	3.58365687
4.007692308	1.084615385	1.114911173	1.437842118	1.28964724	3.835329412	3.626653753
4.007692308	1.092307692	1.126879253	1.455057499	1.291227517	3.87649998	3.670075925
4.007692308	1.1	1.138947791	1.472442714	1.292809667	3.91801613	3.713926466
4.007692308	1.107692308	1.151117668	1.489998994	1.294393297	3.959880889	3.758208482
4.007692308	1.115384615	1.163389772	1.507727578	1.295978025	4.00209731	3.802925101
4.007692308	1.123076923	1.175764996	1.525629718	1.297563478	4.044668471	3.848079476
4.007692308	1.130769231	1.188244243	1.543706672	1.299149296	4.087597472	3.893674782
4.007692308	1.138461538	1.200828421	1.561959709	1.300735127	4.130887439	3.939714222
4.007692308	1.146153846	1.213518446	1.580390107	1.30232063	4.174541523	3.986201019
4.007692308	1.153846154	1.226315241	1.598999156	1.303905474	4.218562899	4.033138422
4.007692308	1.161538462	1.239219735	1.617788151	1.305489337	4.262954764	4.080529703
4.007692308	1.169230769	1.252232866	1.636758401	1.307071907	4.307720343	4.12837816
4.007692308	1.176923077	1.265355578	1.655911221	1.308652879	4.352862884	4.176687112
4.007692308	1.184615385	1.278588822	1.675247937	1.310231959	4.398385658	4.225459905
4.007692308	1.192307692	1.291933556	1.694769886	1.31180886	4.444291963	4.274699908
4.007692308	1.2	1.305390746	1.714478412	1.313383304	4.490585118	4.324410511
4.182051282	0.9	0.9028502982	1.13042697	1.25206468	3.105833348	2.851263822
4.182051282	0.9076923077	0.9133093675	1.144772626	1.253433576	3.141812875	2.887447717
4.182051282	0.9153846154	0.9238539576	1.159268873	1.254818322	3.178086596	2.924011445
4.182051282	0.9230769231	0.9344847731	1.173916716	1.256218132	3.214656934	2.960957543
4.182051282	0.9307692308	0.9452025255	1.188717173	1.257632243	3.251526339	2.998288576
4.182051282	0.9384615385	0.9560079336	1.203671268	1.259059915	3.288697282	3.036007129
4.182051282	0.9461538462	0.966901723	1.218780036	1.260500428	3.326172259	3.074115814
4.182051282	0.9538461538	0.9778846267	1.234044522	1.261953086	3.363953792	3.112617264
4.182051282	0.9615384615	0.9889573847	1.249465781	1.263417211	3.402044427	3.151514139
4.182051282	0.9692307692	1.000120744	1.265044875	1.264892147	3.440446733	3.190809122
4.182051282	0.9769230769	1.011375458	1.280782879	1.266377257	3.479163304	3.230504919
4.182051282	0.9846153846	1.02272229	1.296680874	1.267871921	3.518196759	3.270604261
4.182051282	0.9923076923	1.034162006	1.312739952	1.269375538	3.557549741	3.311109902
4.182051282	1	1.045695382	1.328961216	1.270887525	3.597224918	3.352024622
4.182051282	1.007692308	1.057323201	1.345345776	1.272407316	3.63722498	3.393351223
4.182051282	1.015384615	1.069046253	1.361894754	1.27393436	3.677552645	3.435092532
4.182051282	1.023076923	1.080865333	1.378609279	1.275468124	3.718210653	3.4772514
4.182051282	1.030769231	1.092781247	1.395490492	1.277008089	3.759201769	3.519830701
4.182051282	1.038461538	1.104794804	1.412539541	1.278553751	3.800528782	3.562833335
4.182051282	1.046153846	1.116906822	1.429757585	1.280104622	3.842194506	3.606262223
4.182051282	1.053846154	1.129118127	1.447145793	1.281660225	3.884201779	3.650120313
4.182051282	1.061538462	1.141429551	1.464705342	1.283220099	3.926553463	3.694410575
4.182051282	1.069230769	1.153841933	1.482437419	1.284783797	3.969252446	3.739136004
4.182051282	1.076923077	1.166356119	1.500343223	1.286350882	4.012301638	3.78429962
4.182051282	1.084615385	1.178972962	1.518423958	1.287920933	4.055703976	3.829904464
4.182051282	1.092307692	1.191693324	1.536680841	1.289493538	4.099462419	3.875953604
4.182051282	1.1	1.204518071	1.555115096	1.291068298	4.143579951	3.92245013
4.182051282	1.107692308	1.217448079	1.57372796	1.292644826	4.188059583	3.969397157
4.182051282	1.115384615	1.230484228	1.592520677	1.294222746	4.232904346	4.016797823
4.182051282	1.123076923	1.243627409	1.611494499	1.295801691	4.278117299	4.064655293
4.182051282	1.130769231	1.256878516	1.630650692	1.297381307	4.323701523	4.112972752
4.182051282	1.138461538	1.270238453	1.649990527	1.298961249	4.369660125	4.161753411
4.182051282	1.146153846	1.28370813	1.669515288	1.300541182	4.415996236	4.211000505
4.182051282	1.153846154	1.297288463	1.689226265	1.30212078	4.46271301	4.260717293
4.182051282	1.161538462	1.310980379	1.709124762	1.303699727	4.509813628	4.310907057
4.182051282	1.169230769	1.324784806	1.729212088	1.305277717	4.557301293	4.361573105
4.182051282	1.176923077	1.338702685	1.749489565	1.306854452	4.605179233	4.412718767
4.182051282	1.184615385	1.352734961	1.769958522	1.308429643	4.653450702	4.464347398
4.182051282	1.192307692	1.366882586	1.790620299	1.310003008	4.702118976	4.516462376
4.182051282	1.2	1.38114652	1.811476245	1.311574274	4.751187357	4.569067106
4.356410256	0.9	0.9514284983	1.189976547	1.250726197	3.27294388	3.001465082
4.356410256	0.9076923077	0.9625675716	1.205215107	1.252083639	3.311262642	3.03990114
4.356410256	0.9153846154	0.9737964298	1.220612094	1.253457147	3.349890267	3.078736795
4.356410256	0.9230769231	0.9851157717	1.236168519	1.254845932	3.388829158	3.117974598
4.356410256	0.9307692308	0.9965263032	1.251885401	1.256249229	3.428081744	3.15761712
4.356410256	0.9384615385	1.008028737	1.267763769	1.257666297	3.467650479	3.197666959
4.356410256	0.9461538462	1.019623794	1.283804664	1.259096415	3.507537838	3.238126735
4.356410256	0.9538461538	1.031312201	1.300009133	1.260538886	3.547746324	3.278999094
4.356410256	0.9615384615	1.043094692	1.316378235	1.261993034	3.588278463	3.320286704
4.356410256	0.9692307692	1.054972009	1.332913037	1.263458202	3.629136805	3.361992259
4.356410256	0.9769230769	1.0669449	1.349614617	1.264933754	3.670323926	3.404118475
4.356410256	0.9846153846	1.07901412	1.366484062	1.266419073	3.711842423	3.446668094
4.356410256	0.9923076923	1.091180433	1.383522466	1.267913559	3.753694921	3.489643879
4.356410256	1	1.103444608	1.400730937	1.269416631	3.795884068	3.533048621
4.356410256	1.007692308	1.115807422	1.41811059	1.270927726	3.838412535	3.576885131
4.356410256	1.015384615	1.128269659	1.435662548	1.272446296	3.881283021	3.621156247
4.356410256	1.023076923	1.14083211	1.453387947	1.273971809	3.924498245	3.66586483
4.356410256	1.030769231	1.153495572	1.471287929	1.275503751	3.968060953	3.711013765
4.356410256	1.038461538	1.166260852	1.48936365	1.277041622	4.011973916	3.756605961
4.356410256	1.046153846	1.179128761	1.50761627	1.278584935	4.056239927	3.80264435
4.356410256	1.053846154	1.192100119	1.526046964	1.28013322	4.100861805	3.84913189
4.356410256	1.061538462	1.205175752	1.544656911	1.281686019	4.145842394	3.896071561
4.356410256	1.069230769	1.218356494	1.563447305	1.283242887	4.19118456	3.943466369
4.356410256	1.076923077	1.231643186	1.582419345	1.284803394	4.236891195	3.991319342
4.356410256	1.084615385	1.245036674	1.601574242	1.286367121	4.282965216	4.039633534
4.356410256	1.092307692	1.258537815	1.620913216	1.287933662	4.329409563	4.088412021
4.356410256	1.1	1.272147469	1.640437496	1.289502621	4.376227202	4.137657904
4.356410256	1.107692308	1.285866507	1.660148322	1.291073617	4.423421121	4.187374309
4.356410256	1.115384615	1.299695803	1.680046942	1.292646278	4.470994334	4.237564383
4.356410256	1.123076923	1.313636242	1.700134613	1.294220241	4.51894988	4.288231301
4.356410256	1.130769231	1.327688713	1.720412604	1.295795157	4.567290822	4.339378259
4.356410256	1.138461538	1.341854113	1.74088219	1.297370685	4.616020245	4.391008478
4.356410256	1.146153846	1.356133348	1.76154466	1.298946495	4.665141261	4.443125204
4.356410256	1.153846154	1.370527329	1.782401308	1.300522266	4.714657006	4.495731704
4.356410256	1.161538462	1.385036974	1.803453441	1.302097687	4.764570641	4.548831272
4.356410256	1.169230769	1.39966321	1.824702373	1.303672455	4.814885349	4.602427226
4.356410256	1.176923077	1.414406968	1.846149429	1.305246277	4.86560434	4.656522905
4.356410256	1.184615385	1.429269189	1.867795943	1.306818868	4.916730846	4.711121676
4.356410256	1.192307692	1.44425082	1.889643259	1.308389951	4.968268126	4.766226926
4.356410256	1.2	1.459352814	1.91169273	1.309959258	5.020219461	4.82184207
4.530769231	0.9	1.001385116	1.251238583	1.24950787	3.444796212	3.155985658
4.530769231	0.9076923077	1.013227857	1.267401183	1.250855052	3.485535612	3.196752412
4.530769231	0.9153846154	1.025164848	1.283730441	1.252218552	3.526599236	3.237939523
4.530769231	0.9230769231	1.037196782	1.30022737	1.253597574	3.567989468	3.279549551
4.530769231	0.9307692308	1.04932436	1.316892995	1.254991349	3.609708717	3.321585078
4.530769231	0.9384615385	1.061548289	1.333728349	1.256399132	3.651759417	3.364048711
4.530769231	0.9461538462	1.073869284	1.350734476	1.257820198	3.694144025	3.406943082
4.530769231	0.9538461538	1.086288066	1.367912427	1.259253848	3.736865023	3.450270845
4.530769231	0.9615384615	1.098805363	1.385263266	1.260699404	3.779924919	3.49403468
4.530769231	0.9692307692	1.111421912	1.402788064	1.262156206	3.823326243	3.53823729
4.530769231	0.9769230769	1.124138455	1.420487902	1.263623618	3.86707155	3.582881401
4.530769231	0.9846153846	1.136955742	1.438363871	1.265101021	3.91116342	3.627969766
4.530769231	0.9923076923	1.149874531	1.456417071	1.266587816	3.955604458	3.673505159
4.530769231	1	1.162895585	1.474648612	1.268083422	4.000397291	3.719490379
4.530769231	1.007692308	1.176019675	1.493059613	1.269587274	4.045544573	3.765928249
4.530769231	1.015384615	1.189247579	1.511651203	1.271098826	4.09104898	3.812821616
4.530769231	1.023076923	1.202580084	1.53042452	1.272617549	4.136913215	3.860173352
4.530769231	1.030769231	1.216017982	1.549380712	1.274142928	4.183140004	3.907986352
4.530769231	1.038461538	1.229562071	1.568520936	1.275674464	4.229732097	3.956263535
4.530769231	1.046153846	1.243213159	1.587846359	1.277211673	4.276692268	4.005007843
4.530769231	1.053846154	1.25697206	1.607358158	1.278754087	4.324023317	4.054222245
4.530769231	1.061538462	1.270839594	1.627057519	1.280301249	4.371728068	4.10390973
4.530769231	1.069230769	1.284816588	1.646945636	1.281852718	4.419809369	4.154073315
4.530769231	1.076923077	1.298903879	1.667023715	1.283408066	4.468270092	4.204716038
4.530769231	1.084615385	1.313102308	1.68729297	1.284966875	4.517113133	4.255840963
4.530769231	1.092307692	1.327412725	1.707754625	1.286528744	4.566341414	4.307451177
4.530769231	1.1	1.341835985	1.728409914	1.28809328	4.615957881	4.35954979
4.530769231	1.107692308	1.356372952	1.74926008	1.289660102	4.665965503	4.412139938
4.530769231	1.115384615	1.371024496	1.770306374	1.291228843	4.716367275	4.465224781
4.530769231	1.123076923	1.385791495	1.791550059	1.292799145	4.767166215	4.518807501
4.530769231	1.130769231	1.400674833	1.812992407	1.294370659	4.818365367	4.572891305
4.530769231	1.138461538	1.415675403	1.834634699	1.295943049	4.869967797	4.627479425
